exposure_component	exposure_category	chip_type	chip_status	outcome	incidence_rate_100py	ci_95	p_value_rate	pval_interaction
sleep_health_points	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	11.2562195653539	(8.71 - 14.32)	4.94065645841247e-324	0.810101464113889
sleep_health_points	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.46404533705404	(6.31 - 6.62)	6.42285339593621e-323	0.810101464113889
sleep_health_points	High	ASXL1	Carrier	composite_mi_cad_stroke_death	9.82720064880315	(8.57 - 11.22)	9.88131291682493e-324	0.810101464113889
sleep_health_points	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	5.71114879489715	(5.64 - 5.79)	1.28457067918724e-322	0.810101464113889
sleep_health_points	Low	CHIP	Carrier	composite_mi_cad_stroke_death	11.4298033600424	(10.08 - 12.91)	9.88131291682493e-324	0.838490094175376
sleep_health_points	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	8.92183481855474	(8.60 - 9.25)	3.95252516672997e-323	0.838490094175376
sleep_health_points	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	7.96731336440879	(7.30 - 8.68)	1.97626258336499e-323	0.838490094175376
sleep_health_points	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.38951667610117	(6.23 - 6.55)	6.42285339593621e-323	0.838490094175376
sleep_health_points	High	CHIP	Carrier	composite_mi_cad_stroke_death	7.41831455834851	(7.09 - 7.76)	3.45845952088873e-323	0.838490094175376
sleep_health_points	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.61773138489527	(5.54 - 5.70)	1.23516411460312e-322	0.838490094175376
sleep_health_points	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	10.154557753688	(8.47 - 12.07)	9.88131291682493e-324	0.821103279053928
sleep_health_points	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	9.04407645055837	(8.73 - 9.37)	3.95252516672997e-323	0.821103279053928
sleep_health_points	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	7.3556441729111	(6.50 - 8.29)	1.48219693752374e-323	0.821103279053928
sleep_health_points	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.45947746897593	(6.30 - 6.62)	6.42285339593621e-323	0.821103279053928
sleep_health_points	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	6.79187535915115	(6.37 - 7.23)	2.47032822920623e-323	0.821103279053928
sleep_health_points	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.69445945122004	(5.62 - 5.77)	1.23516411460312e-322	0.821103279053928
sleep_health_points	Low	TET2	Carrier	composite_mi_cad_stroke_death	12.5388387936383	(9.50 - 16.25)	4.94065645841247e-324	0.99513591037952
sleep_health_points	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	9.03861470750269	(8.72 - 9.36)	3.95252516672997e-323	0.99513591037952
sleep_health_points	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	8.39578555289436	(6.83 - 10.21)	4.94065645841247e-324	0.99513591037952
sleep_health_points	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	6.46921390833112	(6.31 - 6.63)	6.42285339593621e-323	0.99513591037952
sleep_health_points	High	TET2	Carrier	composite_mi_cad_stroke_death	7.47107762039142	(6.73 - 8.27)	1.48219693752374e-323	0.99513591037952
sleep_health_points	High	TET2	Non-carrier	composite_mi_cad_stroke_death	5.71235430883647	(5.64 - 5.79)	1.28457067918724e-322	0.99513591037952
sleep_health_points	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	12.9654741263461	(10.91 - 15.30)	4.94065645841247e-324	0.821314826667865
sleep_health_points	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.96060974392693	(8.65 - 9.28)	3.95252516672997e-323	0.821314826667865
sleep_health_points	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	8.77720090591911	(7.75 - 9.90)	1.48219693752374e-323	0.821314826667865
sleep_health_points	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.42086033440324	(6.26 - 6.58)	6.42285339593621e-323	0.821314826667865
sleep_health_points	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	8.2106615267234	(7.70 - 8.75)	1.97626258336499e-323	0.821314826667865
sleep_health_points	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.65743955057456	(5.58 - 5.73)	1.28457067918724e-322	0.821314826667865
